id,u,g,r,i,z,run,rerun,camcol,field
17040,18.29648,17.30656,16.88198,16.73209,16.64735,5598,301,3,31
17041,19.49538,18.24822,17.60686,17.25055,16.95941,5314,301,3,264
17042,18.3384,16.98918,16.47503,16.28847,16.2092,2243,301,3,355
17043,17.58215,16.49321,15.90499,15.61445,15.3995,3225,301,4,227
17044,17.66,16.44324,15.99275,15.79301,15.68015,4832,301,4,125
17045,19.0692,17.44851,16.59462,16.09151,15.79228,4649,301,3,232
17046,18.7251,17.37512,16.73292,16.44225,16.27142,6585,301,3,151
17047,19.49639,17.19485,16.10892,15.57728,15.18064,4294,301,3,170
17048,19.2863,19.20544,18.93859,19.00714,19.11967,4335,301,3,137
17049,18.85486,17.68889,17.17535,16.85163,16.6483,3705,301,2,146
17050,18.19848,16.16957,15.17534,14.71602,14.38227,3058,301,6,15
17051,19.19901,17.22891,16.33587,15.9264,15.59649,3900,301,6,366
17052,17.12313,15.87532,15.75514,15.74581,15.77274,4294,301,1,70
17053,15.66933,13.97439,13.28732,12.92602,12.69673,3699,301,4,104
17054,18.36613,17.4213,17.15034,16.86366,16.72676,3926,301,4,159
17055,17.10691,16.00381,15.6587,15.54704,15.52965,4263,301,3,87
17056,17.56074,16.24617,15.79412,15.62875,15.55851,3958,301,4,179
17057,16.8033,15.97404,15.64037,15.49762,15.45999,1339,301,2,39
17058,17.18539,15.88124,15.32969,15.10067,14.99169,2728,301,3,482
17059,19.32694,19.28937,19.07541,19.03631,19.06099,4512,301,2,233
17060,18.25467,17.22079,16.81549,16.6601,16.57891,2247,301,5,180
17061,18.98034,18.00998,17.55855,17.35403,17.24779,756,301,1,571
17062,18.8784,18.02549,17.77223,17.67391,17.66131,2831,301,1,36
17063,18.52176,17.00988,16.1992,15.79789,15.52548,4678,301,2,119
17064,18.37788,16.84265,16.22571,16.00158,15.88664,4832,301,2,31
17065,16.97373,15.80339,15.38894,15.25447,15.23045,2830,301,4,228
17066,19.11047,18.01439,17.51732,17.27949,17.19258,5598,301,5,83
17067,19.49488,18.39495,18.04764,17.9188,17.88126,6585,301,5,179
17068,17.27709,15.62056,14.83887,14.46,14.13974,2125,301,1,211
17069,18.74666,17.3631,16.61755,16.19181,15.92119,2126,301,4,271
17070,18.54766,17.40896,16.77549,16.39234,16.16249,5972,301,5,100
17071,19.07867,17.74387,17.0008,16.6323,16.3463,4569,301,3,263
17072,18.50837,17.6102,17.26236,17.11907,17.06598,5061,301,1,328
17073,17.5638,16.44441,15.96938,15.72209,15.55247,2346,301,3,100
17074,19.43377,17.77021,16.84828,16.30283,15.9502,7713,301,1,411
17075,18.81957,17.81054,17.42542,17.28023,17.25044,8155,301,2,61
17076,19.08477,17.98881,17.45166,17.0696,16.88898,2327,301,2,15
17077,19.28383,18.03228,17.57424,17.32172,17.11752,3650,301,3,129
17078,19.25664,17.46266,16.64695,16.25877,15.9603,3958,301,4,65
17079,19.02423,17.59808,17.00875,16.81638,16.70861,2863,301,2,221
17080,19.2953,17.33116,16.26863,15.80585,15.43207,5183,301,2,472
17081,18.74484,17.20373,16.36434,15.87848,15.54123,5641,301,2,54
17082,18.96188,17.51319,16.77223,16.36375,16.14248,745,301,5,46
17083,18.74577,17.87802,17.45392,17.26989,17.10022,4264,301,4,46
17084,18.39323,17.20948,16.70365,16.3919,16.16886,1907,301,2,113
17085,19.48999,18.05764,17.20937,16.76341,16.45534,3716,301,6,187
17086,19.02376,17.96655,17.60079,17.35034,17.32021,4623,301,1,50
17087,18.82006,17.81111,17.36329,17.18151,17.08859,5314,301,5,218
17088,17.13136,15.96162,15.50307,15.27625,15.11188,7908,301,1,69
17089,19.1282,17.9695,17.42461,17.12337,16.90501,2830,301,1,211
17090,17.97277,16.68723,16.21498,16.04746,15.97844,6162,301,4,193
17091,,,,,,4678,301,3,284
17092,16.45613,14.88712,14.11973,13.66889,13.29755,2243,301,5,312
17093,17.76841,16.35384,15.75901,15.51281,15.38866,2583,301,1,168
17094,19.45646,18.2328,17.22073,16.73211,16.39545,7713,301,1,11
17095,18.60701,17.52263,16.88107,16.44991,16.18028,2986,301,3,313
17096,17.53579,16.18022,15.6461,15.45214,15.3577,6177,301,1,24
17097,18.67084,17.57373,17.31097,17.10188,16.96546,5061,301,4,379
17098,19.29163,18.08576,17.52608,17.14465,17.00663,1458,301,4,481
17099,18.68067,18.40491,18.52585,18.37141,18.26288,2126,301,3,86
17100,18.6004,17.36774,16.84847,16.60367,16.46474,4204,301,3,41
17101,19.14618,18.90514,18.8648,18.60958,18.59392,2334,301,4,222
17102,18.99616,17.96577,17.84317,17.82665,17.85048,1231,301,3,129
17103,18.05995,17.07886,16.78262,16.61932,16.56314,3015,301,4,126
17104,18.83916,17.02922,16.12889,15.74142,15.42962,2190,301,2,261
17105,17.77286,16.74332,16.43127,16.29838,16.23883,4188,301,5,14
17106,19.17167,17.95456,17.87904,17.91389,17.95851,6004,301,1,27
17107,18.30678,18.02679,18.02997,17.86807,17.95441,3900,301,1,448
17108,16.85813,15.73393,15.55322,15.50976,15.5307,2711,301,6,62
17109,18.74809,17.4521,16.82949,16.45121,16.21626,4576,301,3,477
17110,19.33191,17.75212,17.09299,16.75984,16.5521,3893,301,4,197
17111,19.52721,18.29565,17.75992,17.35971,17.18926,1458,301,4,431
17112,16.83254,15.89413,15.53539,15.37653,15.25588,3704,301,5,53
17113,18.92998,18.75828,18.85088,18.88218,18.86634,4512,301,1,177
17114,18.90198,17.57152,16.89215,16.48283,16.18618,1336,301,3,78
17115,19.50865,19.28359,19.14125,19.25092,18.99641,2963,301,3,118
17116,17.40151,15.8946,15.04193,14.75255,14.60898,3705,301,1,180
17117,18.61565,17.04673,16.2346,15.8204,15.49719,1231,301,2,112
17118,18.51842,17.40188,16.9824,16.83986,16.77488,4263,301,6,270
17119,18.28766,17.35944,17.10971,17.00425,16.98462,5982,301,3,97
17120,18.97734,17.07794,16.14536,15.7205,15.36818,4576,301,3,333
17121,18.0389,16.58902,15.96566,15.70616,15.57954,5060,301,1,89
17122,,,,,,3225,301,3,145
17123,19.17363,17.95028,17.84871,17.85233,17.88112,3971,301,2,23
17124,18.84184,18.62445,18.14956,17.92987,17.49345,4649,301,4,231
17125,19.07,18.04864,17.55963,17.24588,17.09594,5972,301,3,45
17126,18.94415,17.52357,16.97087,16.78091,16.67334,7881,301,2,24
17127,,,,,,3512,301,1,64
17128,19.35185,18.26821,17.71434,17.40701,17.25548,4576,301,3,544
17129,17.70635,16.5293,16.15721,16.04896,15.93663,4264,301,5,162
17130,17.72502,16.49622,15.97033,15.73983,15.60995,6161,301,5,54
17131,18.88199,18.02531,17.69935,17.5771,17.54687,7780,301,4,135
17132,19.44665,19.33778,19.31797,19.15522,19.01422,1453,301,5,58
17133,19.40179,17.54425,16.67447,16.267,15.95359,4576,301,5,686
17134,17.95457,16.9422,16.52431,16.36417,16.30093,1740,301,1,36
17135,17.69412,16.6539,16.24234,16.01351,15.85495,5933,301,2,31
17136,18.528,17.57755,17.21609,17.05489,17.0216,2662,301,1,181
17137,17.53041,16.46077,16.49935,16.56622,16.65848,2987,301,5,98
17138,19.47272,18.35289,18.30536,18.36894,18.44423,3893,301,3,381
17139,17.25219,15.76398,15.20487,14.99953,14.91843,3926,301,5,190
17140,19.58378,18.32242,17.82369,17.62488,17.55591,3926,301,2,203
17141,16.80358,15.2226,14.39467,13.94153,13.59125,5137,301,6,277
17142,18.14068,16.80428,16.3631,16.10582,15.96651,3893,301,4,93
17143,17.60469,17.31545,16.94488,16.87906,16.87012,2392,301,1,101
17144,17.56539,16.09192,15.42117,15.15394,15.00833,5655,301,2,176
17145,18.67641,17.7246,17.57927,17.51612,17.49879,3893,301,2,251
17146,18.79553,17.48168,16.66026,16.20138,15.84405,4674,301,2,133
17147,18.79356,17.78556,17.42786,17.26582,17.20393,3958,301,5,180
17148,19.14295,18.28914,17.87734,17.71741,17.62255,2964,301,5,133
17149,18.50733,17.1737,16.60748,16.31081,16.08731,4504,301,1,91
17150,18.85314,17.80724,17.37171,17.18579,17.12301,4851,301,5,44
17151,19.17846,18.12244,17.68328,17.33303,17.22092,3225,301,6,31
17152,17.76927,16.20507,15.6269,15.42309,15.34433,3530,301,6,267
17153,19.02894,17.58786,17.00344,16.67831,16.5112,3841,301,6,109
17154,18.66015,16.72563,15.98611,15.77392,15.66006,1740,301,4,79
17155,17.7793,16.31114,15.48958,15.04027,14.70533,2243,301,1,286
17156,19.16908,18.13071,18.11787,18.1259,18.18064,2820,301,5,103
17157,17.13527,15.66363,15.15013,14.96509,14.88786,3704,301,1,127
17158,19.18512,19.17518,19.20016,18.94305,18.95471,4569,301,2,175
17159,19.35874,18.20529,17.61992,17.21211,16.91431,2248,301,4,163
17160,19.23001,18.21071,17.80986,17.53234,17.3768,5183,301,1,236
17161,17.94891,16.67211,16.11668,15.89384,15.80068,5060,301,2,181
17162,19.445,18.13696,17.67716,17.43412,17.32898,2299,301,6,266
17163,19.30292,17.42396,16.38106,15.90297,15.56064,752,301,5,412
17164,17.94483,17.02604,16.81097,16.70743,16.66667,752,301,1,286
17165,18.72214,17.78066,17.38398,17.18055,16.92725,2391,301,1,225
17166,17.14657,16.12704,15.76894,15.63513,15.59028,3894,301,1,258
17167,19.2878,17.70668,17.07983,16.76122,16.61457,4264,301,5,244
17168,18.82512,17.58078,17.10709,16.78151,16.61205,2826,301,3,235
17169,18.69953,17.68353,17.30621,17.15745,17.09169,5061,301,5,167
17170,19.31488,17.30388,16.28266,15.82704,15.43404,4002,301,2,214
17171,18.10167,17.09354,16.8168,16.61666,16.5015,3698,301,2,143
17172,18.77037,17.19044,16.3825,15.92839,15.59551,4294,301,4,70
17173,17.27266,15.747,15.19473,15.04984,15.01698,5060,301,2,162
17174,19.47359,18.34464,17.9042,17.66106,17.49448,4674,301,3,160
17175,18.0759,16.88523,16.53131,16.37621,16.30817,6581,301,1,118
17176,18.77017,17.06021,16.19248,15.76909,15.45603,3841,301,3,292
17177,19.527,17.80766,16.75004,16.25005,15.90445,1907,301,4,130
17178,19.36705,19.24555,18.99853,18.93452,18.87489,752,301,3,276
17179,17.45051,16.00781,15.26992,14.84464,14.57356,3919,301,5,183
17180,19.27708,18.34492,17.96975,17.8089,17.80899,7773,301,2,453
17181,19.3618,17.99991,17.26689,16.8311,16.57353,4512,301,5,129
17182,19.44143,19.32442,19.09058,18.96507,18.96384,7923,301,6,341
17183,18.96214,17.95272,17.60576,17.32563,17.18752,5137,301,6,248
17184,16.81506,15.87283,15.55527,15.44446,15.43833,4512,301,1,141
17185,17.13175,16.15866,15.90202,15.79893,15.81266,3699,301,2,65
17186,19.12438,18.18093,17.80711,17.65004,17.5861,4829,301,3,157
17187,17.40803,16.47108,16.1489,16.03222,15.98885,3918,301,3,222
17188,18.89191,17.77255,17.38557,17.23526,17.20052,2964,301,6,29
17189,17.90772,16.70422,16.22257,16.07367,15.86844,4294,301,6,133
17190,19.02313,17.80047,17.91749,18.08992,18.17823,2126,301,5,381
17191,19.49149,17.9791,17.38606,17.10919,17.02298,1729,301,4,484
17192,18.82626,17.39438,16.65849,16.27393,15.97605,4674,301,2,42
17193,17.65367,16.39431,15.89023,15.69368,15.59086,5065,301,5,187
17194,18.44981,16.27764,15.48214,15.19918,15.10243,2335,301,1,42
17195,19.48991,18.53956,18.26667,18.15808,18.19994,1729,301,4,322
17196,19.19491,17.71343,16.76572,16.29257,15.97251,2328,301,3,127
17197,19.35177,19.09041,18.91893,18.80866,18.64892,3438,301,6,143
17198,19.56749,17.46836,16.43169,15.97705,15.58115,2986,301,4,83
17199,19.15158,18.2724,17.90836,17.61852,17.41724,4263,301,4,143
17200,19.01121,17.13366,16.2459,15.83209,15.49852,5636,301,1,148
17201,19.17523,17.58232,16.73957,16.27164,15.91631,1331,301,4,84
17202,17.91721,16.58958,16.13651,16.0055,15.94905,1729,301,1,205
17203,19.28132,17.96775,17.25457,16.86698,16.59361,2247,301,3,302
17204,17.25153,16.41852,16.15516,16.07415,16.06426,4670,301,4,120
17205,19.20774,17.27784,16.34518,15.91773,15.57015,2190,301,2,203
17206,16.17617,15.53207,15.4465,14.99878,15.06281,5194,301,3,404
17207,17.05212,16.00715,15.62617,15.48793,15.43293,4829,301,3,53
17208,18.46724,16.7578,15.98246,15.56959,15.29521,4552,301,4,21
17209,18.98742,17.70569,17.0136,16.63401,16.43878,3964,301,2,169
17210,19.35044,17.3985,16.50138,16.0542,15.67742,8105,301,5,149
17211,19.11689,18.85577,18.77348,18.61772,18.67352,3705,301,3,278
17212,19.55919,17.95024,17.06652,16.63864,16.35697,3996,301,1,182
17213,18.42102,17.28004,16.79445,16.5112,16.40177,1462,301,3,598
17214,19.08627,17.7534,17.18844,16.99372,16.91537,5322,301,1,101
17215,19.33446,18.42963,17.98114,17.97231,17.69002,7845,301,2,101
17216,16.67091,15.31322,14.67812,17.18244,14.60203,5323,301,4,104
17217,17.95533,16.59925,16.05297,15.80035,15.76825,2830,301,1,452
17218,16.39543,15.4344,15.0072,14.78944,14.603,2190,301,1,107
17219,19.12673,16.91928,16.17396,15.71247,15.44509,2699,301,5,70
17220,19.3787,18.38969,18.34361,18.39939,18.45551,5322,301,5,75
17221,19.41407,18.16292,17.64836,17.28211,17.0794,3647,301,3,71
17222,18.15597,17.40061,17.20564,16.99509,16.98558,2078,301,6,203
17223,17.17115,15.42008,14.61412,14.20808,13.86889,1412,301,4,85
17224,17.58102,15.88612,15.31214,15.13803,15.0742,3965,301,3,17
17225,18.58473,16.52227,15.50217,15.01833,14.61786,3893,301,1,202
17226,18.79475,17.02327,16.14113,15.71795,15.4065,3893,301,1,178
17227,19.3831,18.4377,17.96297,17.63946,17.49817,2964,301,4,203
17228,18.86767,17.61855,17.04923,16.7036,16.47857,2986,301,2,213
17229,18.41699,17.12452,16.71054,16.44259,16.33661,3893,301,3,113
17230,19.49226,18.32041,17.73615,17.40733,17.18125,2243,301,5,315
17231,17.83252,16.85501,16.52324,16.4076,16.39581,4508,301,3,205
17232,18.79402,17.42762,17.58082,17.69563,17.80596,1740,301,2,127
17233,16.68476,15.57413,15.06161,14.79532,14.58386,5972,301,1,183
17234,19.06142,18.84913,18.55184,18.54689,18.46833,4264,301,4,76
17235,19.28839,19.13943,19.13728,19.13211,19.40351,1412,301,5,290
17236,19.34221,18.03061,17.42241,17.02406,16.76365,5314,301,3,212
17237,19.06704,18.642,18.70223,18.43559,18.40007,6166,301,5,62
17238,19.03176,17.97057,17.52202,17.34148,17.27299,5183,301,3,565
17239,19.36236,18.48324,18.20526,18.09193,18.06918,3900,301,1,253
17240,18.75183,17.28705,16.71728,16.5101,16.41727,3705,301,2,252
17241,17.93106,16.82953,16.45704,16.25849,16.10903,4188,301,5,70
17242,18.43459,17.14669,16.53363,16.14346,15.90639,2125,301,1,258
17243,18.03693,16.58781,15.98502,15.66183,15.46287,756,301,1,281
17244,18.10133,16.77681,16.13039,15.79709,15.54891,3840,301,4,187
17245,18.30754,18.36954,18.60946,18.6651,18.47402,3699,301,5,144
17246,19.06314,19.09588,19.09251,18.75604,18.71633,2864,301,6,169
17247,17.5741,15.98416,15.34494,15.10639,15.00585,5934,301,5,110
17248,18.56,16.85587,16.27441,16.11356,16.05185,7712,301,2,70
17249,18.80118,17.77236,17.3416,17.17842,17.07637,2335,301,3,37
17250,18.78617,17.18752,16.3474,15.91096,15.62288,4678,301,3,56
17251,19.23481,17.31152,16.30146,15.85518,15.49361,2125,301,2,254
17252,18.65974,17.63256,17.35349,17.23318,17.23038,4294,301,2,119
17253,19.41682,18.61555,18.30928,18.08895,18.0504,2243,301,1,325
17254,18.46077,17.38491,16.86481,16.50492,16.38221,2821,301,2,186
17255,18.71906,17.49362,16.769,16.57952,16.60329,4014,301,1,79
17256,16.20051,14.82645,14.3779,14.21966,14.16697,5327,301,6,23
17257,18.80826,16.86947,16.07949,15.75884,15.59227,3628,301,1,106
17258,19.21179,17.37364,16.50219,16.12038,15.78716,3031,301,3,149
17259,17.96427,17.83607,18.22285,18.48881,18.80559,3631,301,2,363
17260,15.87097,14.79193,14.48718,14.3858,14.38828,5959,301,2,25
17261,17.39239,16.06166,15.54556,15.34187,15.25493,3031,301,3,316
17262,18.38877,17.28594,16.95057,16.85274,16.81502,4135,301,5,160
17263,18.16055,16.40432,15.57463,15.15212,14.80224,3631,301,4,334
17264,19.09566,18.13358,17.9838,17.87601,17.89944,6122,301,2,147
17265,19.4648,18.3833,17.90233,17.65916,17.56907,3893,301,1,295
17266,18.89933,18.01587,17.72698,17.59467,17.55541,2190,301,1,136
17267,19.13087,17.99361,17.70473,17.54926,17.38185,2831,301,6,22
17268,17.39872,15.8211,15.50211,15.40304,15.34109,4134,301,2,309
17269,17.6339,16.60716,16.24244,16.06919,15.92632,3698,301,3,165
17270,19.00453,16.78288,15.92676,15.60743,15.42538,5308,301,3,123
17271,18.36883,16.89501,16.09333,15.68766,15.39011,3225,301,6,249
17272,17.95783,17.08495,16.81474,16.71289,16.68897,4469,301,5,291
17273,19.58351,18.307,17.55432,17.1507,16.87822,1239,301,2,183
17274,18.10186,17.08594,16.75698,16.62753,16.61058,4134,301,2,66
17275,18.51947,16.69151,15.84328,15.45085,15.13618,4263,301,4,244
17276,18.72931,17.2883,16.60145,16.28398,16.06087,5115,301,3,148
17277,18.35764,17.0654,16.29864,15.89914,15.58291,4858,301,2,489
17278,19.42554,17.83715,16.94374,16.4773,16.18581,1412,301,4,297
17279,17.68491,16.1819,15.40352,14.98847,14.65217,4294,301,3,90
17280,19.56423,18.46249,17.83611,17.46548,17.25858,5314,301,2,111
17281,16.77691,15.12003,14.59084,14.3701,14.24602,6585,301,6,123
17282,19.28338,17.62661,16.86855,16.50979,16.24305,5323,301,4,86
17283,17.76652,16.76492,16.40708,16.24783,16.19884,1739,301,3,111
17284,19.24386,17.47918,16.6727,16.27855,15.99966,3893,301,4,158
17285,19.13384,18.19191,17.92584,17.79467,17.77893,3704,301,4,99
17286,18.5616,17.41027,16.97585,16.67496,16.54035,3606,301,3,69
17287,19.53983,17.71671,16.98445,16.68134,16.50522,1740,301,6,76
17288,18.26529,17.21133,16.6782,16.30784,16.14029,3225,301,5,83
17289,18.50517,17.30087,17.37076,17.43308,17.5106,2987,301,1,92
17290,17.14495,16.06167,15.7619,15.65602,15.6567,2864,301,2,69
17291,18.3875,16.48494,15.59928,15.18428,14.86334,3926,301,3,71
17292,16.93709,15.63216,14.95032,14.54238,14.26594,3958,301,5,187
17293,19.37772,17.33848,16.34311,15.8326,15.59907,3187,301,4,195
17294,19.13051,19.06196,19.19242,19.3712,19.55681,3704,301,6,132
17295,19.55997,17.6322,16.55535,16.06547,15.73815,3903,301,4,291
17296,17.8759,17.63004,17.74847,17.85055,17.82294,3813,301,4,453
17297,19.18422,18.52971,17.83016,17.40544,17.2121,2243,301,1,290
17298,17.37628,16.52574,16.23047,15.88334,15.84092,3177,301,6,95
17299,19.2206,17.17612,16.21915,15.75616,15.39612,3840,301,4,178
17300,19.14952,19.16518,19.04702,19.11219,19.19603,3919,301,2,96
17301,18.76594,17.71201,17.29276,17.11398,17.06013,1739,301,3,280
17302,19.46755,19.01834,19.12108,19.2643,19.34186,1729,301,5,62
17303,18.89944,17.76325,17.20178,16.83893,16.63131,4674,301,3,104
17304,18.86375,17.27319,16.53004,16.20407,15.92242,5313,301,2,114
17305,18.5452,17.3497,16.90646,16.71967,16.64502,5598,301,6,82
17306,18.07095,18.00505,17.65674,17.66351,17.74613,2243,301,4,227
17307,17.79165,16.83788,16.53839,16.42293,16.38596,4003,301,3,55
17308,18.2219,17.27234,16.90499,16.7548,16.67417,3958,301,4,15
17309,18.29654,17.1839,16.71592,16.3732,16.20534,2822,301,3,117
17310,18.70718,17.4128,16.83565,16.60294,16.471,4670,301,4,172
17311,17.56145,16.59029,16.26962,16.16543,16.13787,1450,301,4,58
17312,19.10265,17.40277,16.51041,16.04821,15.70321,7913,301,6,118
17313,19.42739,18.19377,17.27382,16.83121,16.53079,3893,301,1,114
17314,18.961,18.0361,17.8342,17.7369,17.75255,2243,301,5,278
17315,19.13597,18.07558,17.64387,17.36053,17.18284,5194,301,4,637
17316,17.42749,16.32578,16.01723,15.88823,15.8733,2961,301,2,149
17317,18.67666,16.77074,15.84955,15.41034,15.05961,4671,301,2,44
17318,17.53202,15.64765,14.82433,14.4039,14.10474,3647,301,5,105
17319,18.97914,18.09077,17.59185,17.30627,17.1889,5140,301,6,99
17320,18.93396,18.68426,18.29019,18.2311,18.29138,3180,301,5,175
17321,17.60796,15.68241,14.81855,14.39287,14.05523,3704,301,1,96
17322,19.04744,18.06556,17.71854,17.60555,17.60676,3630,301,4,64
17323,18.75912,18.42883,18.48593,18.35622,18.41107,2247,301,4,190
17324,16.661,14.82103,14.0069,13.58407,13.25421,5087,301,6,274
17325,19.13275,17.2732,16.32323,15.89998,15.5353,4294,301,4,240
17326,18.87111,17.81413,17.3103,17.13243,17.02846,2964,301,5,126
17327,19.51723,17.96137,17.15805,16.66833,16.29183,2243,301,2,389
17328,19.25225,18.32509,18.07347,17.98203,17.99675,3704,301,6,152
17329,19.46804,17.89845,17.18925,16.90752,16.76351,3909,301,6,219
17330,19.1178,17.85869,17.41816,17.25656,17.22,6585,301,3,164
17331,18.57176,16.8058,15.98192,15.60321,15.31268,4858,301,4,458
17332,17.42728,15.72958,15.14919,14.98781,14.92862,6572,301,1,149
17333,18.64201,18.28708,18.16164,18.2975,18.13246,1740,301,2,56
17334,19.54155,17.55952,16.53314,16.10223,15.71846,4674,301,1,154
17335,18.77261,17.73631,17.41645,17.16045,16.96874,4674,301,4,202
17336,18.81048,17.90706,17.59002,17.47212,17.44996,3705,301,6,72
17337,17.10901,17.07815,17.07064,17.20729,16.61271,3225,301,4,101
17338,18.80498,17.5257,16.9857,16.78856,16.69755,4264,301,5,198
17339,18.85286,18.50314,18.27097,18.12153,17.92414,4674,301,3,162
17340,19.23606,18.03224,17.60907,17.29661,17.24716,4671,301,2,58
17341,18.74365,18.64211,18.16302,18.04132,18.01242,4849,301,5,802
17342,18.26458,17.08907,17.109,17.20116,17.29745,2333,301,5,32
17343,18.72005,17.59578,17.11516,16.78721,16.59111,2078,301,5,194
17344,18.88658,17.61432,16.90612,16.54708,16.31783,3031,301,1,472
17345,19.54214,19.26979,19.5046,19.28456,19.48201,5636,301,6,117
17346,17.88367,18.23543,18.71313,19.08571,19.4358,2830,301,1,205
17347,18.937,17.88266,17.50333,17.35899,17.28762,1302,301,6,326
17348,19.52502,17.91762,17.19548,16.85756,16.5848,5308,301,4,206
17349,18.37224,16.62177,15.8702,15.53299,15.26672,3705,301,1,68
17350,18.82817,17.94203,17.66266,17.57139,17.54678,3704,301,5,165
17351,19.20777,18.22447,17.77156,17.56209,17.44296,4576,301,3,677
17352,19.43151,19.17433,18.9048,18.92738,18.93266,8111,301,3,144
17353,18.98976,17.81178,17.40936,17.23577,17.20207,6597,301,2,209
17354,18.4314,17.47029,17.03854,16.84441,16.76345,7713,301,5,210
17355,19.1376,17.3073,16.35486,15.90337,15.56267,756,301,4,300
17356,18.57808,17.38363,17.39016,17.42856,17.48906,752,301,2,418
17357,16.72674,15.48947,14.82477,14.44122,14.15821,4264,301,6,263
17358,19.42123,17.87283,16.88703,16.40897,16.03895,4829,301,1,99
17359,18.3642,16.94319,16.4234,16.24592,16.16556,2864,301,6,62
17360,18.68995,17.86526,17.57808,17.15924,17.19274,4504,301,1,230
17361,18.92759,17.75662,17.03598,16.60929,16.37568,2826,301,1,295
17362,19.09692,17.17292,16.28651,15.88143,15.54961,2243,301,3,212
17363,19.25529,18.04342,17.52601,17.32446,17.2354,4192,301,4,188
17364,19.4943,18.41849,17.57634,17.20328,16.90549,3606,301,5,167
17365,17.88204,16.47349,15.81364,15.45229,15.21945,1302,301,5,363
17366,18.57802,17.01971,16.24758,15.84662,15.54528,3699,301,4,218
17367,18.98332,17.78472,17.23072,16.77648,16.56155,2333,301,6,92
17368,19.33973,19.03753,18.90356,18.89026,18.68289,3900,301,3,369
17369,18.99733,17.77818,17.59373,17.53617,17.54516,4134,301,4,82
17370,18.59951,17.04009,16.32684,16.0044,15.78101,4649,301,3,87
17371,19.21053,17.21669,16.20161,15.75227,15.36589,3992,301,2,164
17372,19.2392,18.85559,18.34479,18.1792,17.72062,4849,301,5,813
17373,19.47944,18.2387,17.78347,17.66407,17.61292,2247,301,5,153
17374,19.52688,17.51928,16.55165,16.12608,15.76183,4504,301,4,95
17375,18.86383,18.72456,18.63109,18.3766,18.26364,2078,301,4,181
17376,19.05938,18.0473,17.7262,17.43332,17.22881,3893,301,3,231
17377,17.87186,17.38232,16.80206,16.35948,16.25199,2125,301,1,106
17378,16.75041,15.2999,14.75467,14.43791,14.31716,2125,301,4,291
17379,15.67749,14.47251,14.05268,13.89368,13.84264,5060,301,1,89
17380,18.71827,16.7838,16.00438,15.71124,15.57514,1412,301,4,57
17381,19.33394,18.31373,18.04293,17.9403,17.91272,2248,301,2,231
17382,18.64254,17.47775,17.58463,17.66526,17.77078,2830,301,4,33
17383,19.55091,17.61583,16.67248,16.22686,15.86541,1231,301,3,99
17384,19.57324,18.07686,17.30978,16.92622,16.66744,2243,301,5,268
17385,18.83615,18.61872,18.66512,18.80974,18.78201,3926,301,3,49
17386,19.12893,18.00697,17.53308,17.22682,17.10987,3183,301,2,91
17387,16.84817,15.73349,15.44258,15.34892,15.32418,6573,301,6,163
17388,18.87844,18.91465,19.23101,19.56131,19.46231,5640,301,6,213
17389,19.11418,17.48287,16.92256,16.7076,16.63934,5182,301,4,33
17390,17.92816,16.13807,15.3389,14.97095,14.66402,5360,301,4,239
17391,18.71403,17.76125,17.5044,17.42211,17.42652,2243,301,2,365
17392,19.29148,17.93668,17.16398,16.72054,16.40235,752,301,5,570
17393,18.03361,16.51735,15.82839,15.36612,15.09819,3919,301,1,195
17394,19.29216,17.52298,16.77041,16.39586,16.11311,4576,301,1,530
17395,17.41506,15.99483,15.41739,15.19997,15.10222,4152,301,4,106
17396,18.10095,16.88108,17.00226,17.15033,17.20898,5308,301,3,98
17397,17.88044,16.7639,16.27195,16.08813,15.94592,6372,301,4,101
17398,17.86997,16.87107,16.57969,16.45877,16.44304,1453,301,2,67
17399,19.21847,18.20685,17.67231,17.37408,17.17991,5071,301,4,454
17400,19.36091,17.64492,16.98616,16.78776,16.65721,5934,301,4,176
17401,18.44382,18.32225,18.01376,17.99065,18.07994,2777,301,3,164
17402,18.5371,16.84672,16.30722,16.15435,16.07304,2986,301,5,151
17403,17.40376,16.51092,16.24881,16.15799,16.14023,5308,301,3,89
17404,18.93697,17.62222,16.99221,16.63524,16.43026,4010,301,5,86
17405,19.53451,18.67599,18.4515,18.35561,18.35726,4469,301,6,274
17406,19.55191,18.11483,17.4659,17.08625,16.85604,6004,301,5,277
17407,19.49592,18.10239,17.3681,16.96721,16.66495,4294,301,5,34
17408,19.05831,17.81365,17.3479,17.10579,16.91155,2986,301,4,113
17409,16.57834,14.72509,13.84837,13.44585,13.06557,5183,301,5,308
17410,18.62601,16.23535,15.30223,14.834,14.41338,3705,301,2,280
17411,17.20049,15.79766,15.27954,15.10172,15.05708,5060,301,3,163
17412,18.56597,18.20704,18.12857,17.951,17.99583,3631,301,6,290
17413,19.37951,17.6175,16.77296,16.36387,16.06834,4829,301,2,42
17414,16.87716,15.71959,15.29409,15.12246,15.08922,2662,301,1,259
17415,17.14785,16.13479,15.8658,15.76276,15.77077,2304,301,2,305
17416,19.19797,18.23598,17.81492,17.61163,17.55535,308,301,1,27
17417,17.55493,16.22743,15.60292,15.24941,15.00339,1450,301,4,64
17418,19.23502,19.12079,19.42677,19.70336,19.85378,5323,301,4,145
17419,19.44856,18.3428,17.72055,17.40849,17.17538,5308,301,3,79
