id,ra,dec,sky_zone,object_type
3987,145.0141577322,35.9199949294,D,GALAXY
6421,234.1591331986,12.2666052368,E,GALAXY
12101,227.8562884013,19.9139215981,E,QUASAR
2800,185.8973178563,1.1698646805,F,STAR
2627,203.2078140136,5.4872998068,F,STAR
15817,173.9397961315,64.6681356701,A,GALAXY
14004,245.5999300793,13.9075483362,E,GALAXY
16925,138.7856547466,53.0528323302,D,QUASAR
15331,168.2743192803,55.8088641824,A,GALAXY
8024,206.2769775672,-2.6578198618,F,STAR
12579,,52.5159108028,I,GALAXY
4898,47.9755920149,-7.032100109,J,STAR
14919,158.6600769847,43.8734739103,D,GALAXY
4548,162.8091300792,30.5332088911,D,QUASAR
12808,159.2908671992,3.3741983741,B,GALAXY
1596,322.1776941926,72.5354054743,C,STAR
1852,160.6328099331,54.073482063,D,GALAXY
13644,224.5533200693,39.700095495,I,GALAXY
9635,189.5656645586,7.8203806091,F,GALAXY
12799,154.1028961834,21.6892517677,B,QUASAR
15977,162.3417553533,4.7401174193,F,GALAXY
13419,212.1407652881,57.7180463528,I,GALAXY
2301,219.2609510195,21.9138700318,E,GALAXY
15205,,36.357518775,I,GALAXY
16535,170.7927900132,12.1237816613,F,GALAXY
4912,166.0021725708,32.5050672813,D,GALAXY
17776,237.3723959613,8.2796783406,E,GALAXY
8405,248.818848081,62.0144371426,G,STAR
3211,258.3532159773,22.5338622684,G,STAR
8990,,40.2337224258,A,GALAXY
3881,149.3189336729,19.3365875505,B,GALAXY
4146,151.2002617415,34.7135418557,D,STAR
17945,116.2159518589,65.9825647846,H,STAR
10336,146.9360676003,1.3879981653,B,GALAXY
9017,20.4741870805,40.5026076999,J,STAR
8659,236.4212880935,36.1374142039,G,GALAXY
13277,,4.0178603036,J,STAR
8981,118.4051405267,10.5101782994,B,STAR
11683,150.4581848942,13.7597203601,B,STAR
6003,107.3401884503,65.0183182598,H,STAR
612,198.6714374549,28.7279731764,I,GALAXY
11722,151.8544515948,18.0765303687,B,GALAXY
9356,256.2666012034,38.432296517,G,GALAXY
6511,185.5274179362,8.1482083007,F,GALAXY
2455,333.7550615962,10.4357312332,C,STAR
11911,134.6206444703,12.3781749496,B,GALAXY
9563,42.8583027294,-0.9783239745,J,GALAXY
15620,242.0634607131,31.0227531651,G,STAR
17769,227.3253813482,4.307255868,E,QUASAR
10172,25.1114977473,5.6434512616,J,QUASAR
7697,162.1993586414,66.0904588099,A,GALAXY
11530,118.2163132434,28.288310559,H,STAR
17420,351.1184737461,14.723435905,C,QUASAR
15151,145.4823941557,67.888557807,D,GALAXY
2175,196.1344744,-3.5561180359,F,GALAXY
13157,359.0904916989,26.5709276073,C,QUASAR
10265,123.2983941871,57.1227001044,H,GALAXY
1275,,12.1913263157,C,STAR
79,184.7019633183,37.8998143787,A,QUASAR
15233,150.088871449,53.7683122686,D,QUASAR
379,162.9643542688,-0.8549051855,F,QUASAR
1752,252.8694928175,39.2240754163,G,GALAXY
11134,242.7655558334,54.72277733,G,GALAXY
2791,151.5563751843,38.3974389135,D,STAR
7654,190.3575815474,56.9105308459,A,GALAXY
5866,331.8956406407,1.2488986245,C,STAR
11490,242.8555832419,18.1803724586,E,GALAXY
7712,183.6295873373,-0.3786314306,F,GALAXY
10109,334.4550269974,-0.9225980042,C,STAR
11556,,20.7200652782,J,GALAXY
9159,177.6741653172,7.3843235084,F,GALAXY
13136,201.1957750892,6.4936326861,F,STAR
3996,355.0759846863,-0.8857262085,C,STAR
5251,25.6551922409,-7.3515306717,J,QUASAR
4636,,-7.0112165024,C,GALAXY
8430,141.0112054083,22.8839742067,B,GALAXY
8857,182.5057641618,26.4727641814,F,GALAXY
17061,201.3798789293,-0.9978842731,F,STAR
10430,125.2026715495,20.0496726348,B,GALAXY
2642,215.5228448634,56.8865715924,I,STAR
3406,133.962433397,6.0587663328,B,GALAXY
5157,245.3938787766,37.1745656779,G,GALAXY
2464,7.6554363853,-17.872140162,J,STAR
2729,205.6851394525,35.0628983835,I,GALAXY
7405,145.6055669501,53.8956257662,D,GALAXY
1848,242.2795637364,5.6993025409,E,STAR
10010,195.0332914174,28.0785665803,I,GALAXY
487,13.1219118503,17.758026741,J,STAR
6432,198.0594407246,19.9423221109,F,GALAXY
9196,,61.0817066397,A,GALAXY
5530,200.5049654832,6.0470360729,F,QUASAR
1990,187.2898499159,-1.6101304083,F,GALAXY
7908,245.9710130128,19.2184616959,G,QUASAR
1756,183.3432486859,59.1844610017,A,GALAXY
15016,208.4444607681,33.2602732079,I,GALAXY
14362,116.226655192,34.7188011035,H,STAR
14265,112.1595370579,38.2144281716,H,STAR
6314,247.6311449557,41.0293961542,G,QUASAR
13833,145.3293633834,5.8421343386,B,GALAXY
12337,142.0494743824,56.8818265008,D,GALAXY
12104,179.7018109707,56.4694254582,A,GALAXY
11420,161.9918411558,13.3176419835,F,GALAXY
3721,228.799875505,19.4709700884,E,GALAXY
3914,127.4058506815,8.4018301829,B,STAR
9929,163.5540125788,49.2228759908,D,GALAXY
12224,225.6336909205,21.197241394,E,GALAXY
3389,263.8462705355,55.4346063453,G,QUASAR
10458,115.1520986473,44.8352945999,H,GALAXY
4870,160.65185673,40.8262669501,D,QUASAR
1905,231.5027248273,31.2872510688,G,GALAXY
8924,,17.7428559897,F,GALAXY
7939,155.3654537534,36.9104934044,D,STAR
17707,152.0781767723,68.6551747768,D,STAR
17952,147.0894568332,6.457926781,B,GALAXY
1715,201.9193715662,13.1537778017,F,STAR
9818,175.3298293962,3.7609271205,F,QUASAR
13603,245.0385714258,42.0665593512,G,GALAXY
2836,58.7551734855,-5.3109224599,J,GALAXY
1767,218.1519351114,35.4276191573,I,QUASAR
3364,159.5343497885,33.796743548,D,GALAXY
17887,287.5346593841,38.0359237133,G,STAR
8811,203.0321830384,36.4554726305,I,GALAXY
15160,235.7212312405,8.842440233,E,QUASAR
17187,231.1336108937,41.9889859515,G,STAR
3057,127.0306412938,0.5797559668,B,GALAXY
12036,235.2817200863,30.6390803403,G,GALAXY
13857,223.9791520012,62.3853073037,I,GALAXY
9972,156.9370317651,5.8278124043,B,GALAXY
14127,217.6968335534,51.1251295793,I,STAR
15838,247.7947594196,12.9965532448,E,GALAXY
13713,,58.5677208482,A,GALAXY
4399,121.9519872981,28.9640226884,H,QUASAR
7034,161.1490248617,57.945611596,A,STAR
8858,141.2125480879,-0.9270357809,B,STAR
4515,22.1335082188,8.2076777355,J,STAR
10191,120.1934089214,28.9571838654,H,GALAXY
11853,227.6879759819,31.4052501489,I,QUASAR
5587,206.9060230359,-0.2774082648,E,GALAXY
6613,194.8148842001,42.0654520501,I,GALAXY
6016,247.0404692237,44.1143425097,G,GALAXY
10819,357.4292680131,-10.2573751602,C,QUASAR
11129,157.7446985798,11.1137678682,B,GALAXY
1809,177.0034857239,54.5959209934,A,GALAXY
3064,171.080831171,34.320425794,A,QUASAR
9737,154.3090782912,14.0290184373,B,GALAXY
6534,54.8814228238,-7.3619019973,J,STAR
14586,126.2871845538,38.8294170145,H,GALAXY
11104,112.4489029754,45.2912071783,H,GALAXY
10253,150.8675497382,41.8030936274,D,QUASAR
10280,193.5373668889,47.3644644064,A,GALAXY
9667,243.8075053931,31.8778938559,G,GALAXY
17663,195.4321422551,-2.4328441986,F,GALAXY
15866,131.1398839172,54.2875817379,H,STAR
11026,189.2178910429,34.6230843092,A,GALAXY
2092,207.7941846451,50.2368732529,I,STAR
7906,142.9765380118,34.3835184102,D,GALAXY
14792,322.4762621751,10.2441184894,C,GALAXY
1493,208.6159169927,32.0512585569,I,GALAXY
17849,22.2381878828,39.2885411076,J,STAR
6935,169.941430661,14.9596047395,F,GALAXY
14779,153.4995305462,18.4756380341,B,GALAXY
1157,102.6638021592,28.5051809883,H,STAR
14643,176.4539624762,13.8070034454,F,STAR
9773,138.6811618224,46.9251282145,D,QUASAR
16308,157.7320651153,48.0055852536,D,GALAXY
2123,190.767194404,50.4573455994,A,STAR
7835,138.7408581039,11.120489144,B,GALAXY
9558,294.1135667983,62.4913495418,G,STAR
13557,173.0231171761,37.1464926994,A,STAR
10615,5.9465830222,28.6630140033,J,GALAXY
357,172.0836916824,-3.6218599995,F,GALAXY
10425,354.7029401815,-0.8812825374,C,STAR
10495,242.3837423274,53.7660702531,G,GALAXY
9732,146.8563047173,14.8651889538,B,STAR
17020,177.5371488268,33.5841301888,A,STAR
10988,251.8008166852,26.0066227794,G,GALAXY
5312,242.3338220705,52.3776787684,G,STAR
4850,149.7141690627,14.1413330398,B,STAR
4198,350.1207333989,8.3498071808,C,STAR
10233,245.9780398482,14.1959757109,E,QUASAR
9355,235.654943814,16.1858960483,E,GALAXY
3576,132.6224066945,41.77350112,H,GALAXY
12427,182.8039253781,41.0610552892,A,STAR
5465,238.6164586579,-0.3275559453,E,GALAXY
7676,239.9246263357,35.748629466,G,STAR
16541,239.7632248791,15.248307538,E,GALAXY
15244,161.4575174519,27.6197930557,D,GALAXY
9064,220.3832777212,22.1998660032,E,GALAXY
170,248.7982616197,29.211255546,G,STAR
3326,198.959101567,-2.7325839668,F,QUASAR
4080,199.1142271432,34.9935636351,I,GALAXY
4506,133.8267956461,55.1833846655,H,GALAXY
11566,260.7361770568,-13.7388165157,E,STAR
10285,340.5675611803,12.6031069441,C,STAR
8323,226.4074248787,-1.1039100344,E,STAR
16797,139.2372784583,31.5900422692,D,STAR
9313,241.5742945131,49.9468966401,G,GALAXY
10186,168.8415743424,55.9739160881,A,GALAXY
1919,160.7946892867,31.4218292023,D,GALAXY
7156,71.975619157,10.8682946463,J,STAR
5284,154.2506196972,15.6966885922,B,QUASAR
16627,157.2980266928,39.1148867525,D,GALAXY
15200,197.6906544831,58.1568909035,A,GALAXY
15561,223.2058332422,63.6537834689,I,STAR
11675,177.7121948215,57.6729259084,A,GALAXY
9448,18.7075437092,-0.4955801371,J,GALAXY
16478,215.1634506583,23.2724254816,E,GALAXY
12307,20.0381853001,38.6297007449,J,STAR
10632,165.1010436188,27.7718470575,D,STAR
201,227.4066438869,7.8613403748,E,QUASAR
9781,140.165574315,30.2836521035,D,QUASAR
14787,240.2054323183,34.2371774124,G,STAR
469,152.0998802403,37.8442332572,D,GALAXY
12756,168.6431351746,40.8493947211,A,GALAXY
16753,173.8942649218,57.4143744666,A,STAR
17667,143.3251056234,8.9764891788,B,GALAXY
17677,146.4839642959,34.3121711347,D,STAR
542,174.6548931047,3.1495841824,F,STAR
17398,249.8172545521,44.7736412939,G,STAR
12868,9.6905255214,25.0314182309,J,STAR
11494,180.8565755424,33.7804996877,A,GALAXY
6693,,0.1784775231,J,GALAXY
5729,159.0721715321,17.258995852,B,GALAXY
7399,110.5844526534,30.431527087,H,STAR
11734,183.8733113125,14.4782440591,F,QUASAR
12990,217.3052547054,-0.3816187701,E,GALAXY
4297,221.6808751368,29.0615785433,I,GALAXY
15684,124.7510878948,4.1414869214,B,STAR
12099,23.6164609308,23.3426872191,J,STAR
2336,133.5387863486,10.1937051232,B,STAR
15680,20.6674664109,27.8819344304,J,GALAXY
13954,153.9513107043,5.3246261568,B,GALAXY
13944,173.3840614981,38.5911590926,A,STAR
5542,344.0967413935,-0.8520392472,C,STAR
9842,260.0117310397,59.380549538,G,STAR
482,237.6810256541,42.4030139299,G,STAR
2617,157.8456291997,4.2405659685,B,GALAXY
11598,203.6594479884,29.4607906616,I,GALAXY
2594,132.9174419372,40.2863111578,H,STAR
15338,156.8894814567,10.5760422997,B,GALAXY
1133,102.8698479138,65.6946818865,H,STAR
13566,171.1323039154,-1.8693899156,F,STAR
6199,174.2322813269,33.2826381148,A,GALAXY
16167,223.132914514,-1.3450924021,E,GALAXY
1931,212.2814528693,56.9405174006,I,GALAXY
17091,243.9980469969,13.4800426253,E,GALAXY
6932,146.7132903138,49.7842970176,D,QUASAR
7272,115.5179321456,40.0531964007,H,GALAXY
5738,199.4221054788,55.9396162592,I,GALAXY
5913,180.46016739,58.0980455953,A,GALAXY
3701,180.9496491743,40.6003937653,A,STAR
6585,257.0490898582,58.4274944492,G,GALAXY
6070,157.4876250456,40.057824611,D,GALAXY
7369,128.3418185514,5.1343580067,B,GALAXY
7031,279.1982436999,41.1857354147,G,STAR
1734,199.7455303786,31.7078015425,I,STAR
7909,208.7765879111,32.6523455756,I,QUASAR
7843,145.8480683818,34.0374132013,D,GALAXY
5846,64.3846871501,29.8428980592,J,STAR
61,19.4007212077,30.5772285385,J,STAR
15885,212.78275381,14.0575747295,E,STAR
8676,192.4501790385,35.4175668769,I,STAR
15507,23.0797116365,-7.8960574329,J,GALAXY
7979,181.4769885131,35.1720462657,A,GALAXY
9084,27.2780845233,-10.2803723074,J,QUASAR
9420,237.2678961321,-0.6731749556,E,GALAXY
15022,124.1401392228,15.0930524315,B,GALAXY
8667,,59.7746113674,A,STAR
5387,227.8701674872,26.7565228763,E,QUASAR
2202,6.8955216065,24.2115321496,J,STAR
11538,,0.8421346386,C,STAR
2997,117.6439902662,29.5019167551,H,QUASAR
2227,249.9204665829,34.3371575477,G,STAR
14813,242.1138927939,48.302622546,G,GALAXY
12880,174.467249378,16.8965503045,F,GALAXY
17569,84.4595771784,-1.8063913555,B,STAR
3405,162.4133290797,1.0537654949,F,STAR
17025,23.1183868736,1.2198445445,J,GALAXY
17346,139.8728180519,41.3008952055,D,STAR
6772,141.0672333408,4.7603318771,B,GALAXY
10095,338.2339592239,13.3091255925,C,QUASAR
5516,138.0011939888,53.9535900622,D,STAR
15646,175.7900937049,48.2231169083,A,GALAXY
14626,354.6894570907,7.4153863386,C,STAR
15575,239.1454166901,11.2170552395,E,GALAXY
8051,159.7098560176,16.0310458656,B,QUASAR
5792,222.7685180545,29.2562376724,I,QUASAR
4261,333.040463982,21.0802748333,C,STAR
5867,213.2219969645,13.818437141,E,GALAXY
1182,231.1845281071,38.5739806182,G,GALAXY
17198,130.9466247027,4.5216273675,B,GALAXY
10368,209.2262639415,6.4955973967,E,GALAXY
11525,156.543955719,54.0113649351,D,GALAXY
12979,10.2897665606,30.5481427128,J,QUASAR
7032,185.1130347534,33.1602924805,A,GALAXY
17966,166.7931294833,3.5832766147,F,GALAXY
12002,154.791279484,14.9062314158,B,GALAXY
12792,223.8583367694,49.6049843094,I,GALAXY
2886,136.7789635112,42.9350118493,D,STAR
5902,241.1891151927,13.7110340843,E,GALAXY
13027,226.3075161283,30.0244930398,E,GALAXY
10577,169.5565041608,4.6918559524,F,GALAXY
17277,20.1750574184,-0.6049599876,J,GALAXY
17895,,48.1588338322,I,QUASAR
7044,142.0210036753,18.1908172772,B,GALAXY
3363,242.0557238092,21.691643085,E,GALAXY
4577,294.4411909524,62.3625867113,G,STAR
4139,340.0988351341,14.4002688136,C,STAR
2768,215.8271042725,1.0157876321,E,GALAXY
14716,171.9095840506,-2.4767596633,F,STAR
4729,219.3305544349,-1.0703912927,E,GALAXY
14358,260.1406268587,27.2488879586,G,STAR
13560,189.6127755806,42.3624812053,A,GALAXY
9427,4.6847757316,-9.6486445725,J,STAR
12978,182.533634377,-1.5695892621,F,GALAXY
12124,243.0674234771,38.8713751139,G,QUASAR
11198,208.8932675777,32.32094116,I,GALAXY
8021,352.5832292472,-0.9791146914,C,GALAXY
12085,208.8906203419,32.5314294495,I,GALAXY
10723,112.848163108,42.6486902247,H,GALAXY
1285,243.2221072972,29.4184815416,G,GALAXY
6677,177.8604449988,0.2705336719,F,STAR
7842,249.8827720823,62.587609662,G,STAR
2664,142.3940962657,33.7975108937,D,GALAXY
14403,184.1751501561,5.3922572669,F,STAR
4838,6.1277932572,14.9653481556,J,GALAXY
4098,235.5166354523,36.3539773725,G,GALAXY
6468,154.7024902469,38.4696663664,D,GALAXY
14936,215.6914030122,18.5887586288,E,GALAXY
12826,175.9332089665,20.2726986222,F,GALAXY
11127,169.1000286109,6.9328776337,F,QUASAR
17752,123.6464540521,3.2587303202,B,STAR
5207,21.255588431,8.2507221883,J,STAR
4571,0.7242358449,16.1766593844,J,STAR
12517,192.6974424557,50.2587526779,A,STAR
13875,125.8927228367,30.9662541734,H,GALAXY
15273,16.0992264855,-0.9707100546,J,GALAXY
13964,157.4507877814,24.6436304487,D,GALAXY
17159,252.1443411851,40.1389266987,G,GALAXY
9580,30.8583866022,14.9827315403,J,GALAXY
16083,225.1071176063,39.4573590305,I,GALAXY
16821,147.378966582,32.4884408824,D,GALAXY
7386,139.4099094907,39.3303847607,D,GALAXY
11106,36.1196607628,0.2011914207,J,STAR
17412,159.9052778944,14.655289701,B,QUASAR
17801,346.4359900747,-3.2865210972,C,GALAXY
11299,23.3228879112,-1.1209460845,J,GALAXY
9123,203.9580281199,2.8905131107,F,STAR
11682,,20.2839886972,J,STAR
352,17.3492850909,-0.2031932775,J,STAR
8799,148.3926242483,53.1756257329,D,STAR
9889,233.5376996762,-0.7472068851,E,GALAXY
11886,,29.3300008679,J,QUASAR
1151,118.3215905365,17.4833446176,B,GALAXY
8457,165.8234373997,18.5652304999,F,GALAXY
17312,25.5717396697,19.8892728942,J,GALAXY
9761,167.2566811518,6.3332551596,F,GALAXY
5755,246.9806774684,14.0562029715,E,STAR
1582,191.0269058614,28.1262939981,F,STAR
13299,222.7652562499,22.8735701331,E,GALAXY
3024,197.6028779056,3.6699639444,F,GALAXY
10684,211.8429171134,15.0775512091,E,GALAXY
7993,115.0748802511,20.9109596882,H,STAR
14512,,47.8072548388,A,STAR
3061,147.7317018398,51.7741030306,D,GALAXY
7808,152.6104278287,42.4329597044,D,QUASAR
11657,9.2107642399,6.9746072275,J,STAR
1352,349.3585896217,-0.9700355027,C,STAR
7367,6.7482155617,8.459852131,J,STAR
5134,311.7601866044,1.8186031485,C,STAR
4238,195.2852819119,67.9646547343,A,GALAXY
2284,260.1019843417,25.9787998471,G,GALAXY
3801,253.1774093688,23.9835750627,G,GALAXY
16536,119.6557122298,15.740377002,B,GALAXY
204,184.3984895442,12.9578765292,F,GALAXY
10245,345.8823640395,7.149457602,C,STAR
16822,227.7957998787,2.6539610506,E,GALAXY
7269,140.5723793877,44.4979091765,D,GALAXY
10756,193.6461599579,60.2877876695,A,GALAXY
11522,254.7078929824,22.0336542207,G,QUASAR
12386,207.7653890177,14.9605000919,E,QUASAR
1044,228.5498009463,16.1048411727,E,GALAXY
7137,25.2045469573,32.2776772774,J,STAR
6122,143.1256147802,14.9310143602,B,GALAXY
4727,197.9981699605,40.703165396,I,GALAXY
2590,150.1612765808,15.2453572272,B,GALAXY
9307,242.4946237451,49.2209212336,G,GALAXY
7603,180.0252495982,-2.4427965869,F,GALAXY
3470,237.6901959161,51.3626845731,G,GALAXY
8598,114.7804095544,65.1706719634,H,STAR
8998,121.2987544898,42.7878146333,H,STAR
7582,251.7098036192,23.9301847848,G,GALAXY
618,159.7215591963,12.5195080913,B,GALAXY
3805,208.2116742536,45.1555665623,I,STAR
2577,143.7214330519,10.8915035406,B,GALAXY
6697,242.7038112606,18.2245210676,E,STAR
12836,243.1602288624,15.5083076715,E,GALAXY
8182,243.6407339106,44.6452504812,G,QUASAR
13166,169.5382773103,28.9281214316,D,QUASAR
1956,319.8410142949,-7.4186156942,C,STAR
2009,130.0974540809,52.9199196957,H,STAR
12038,352.7481918994,48.4301682814,C,STAR
5169,175.5596812069,7.0805907315,F,GALAXY
17007,356.6668069979,15.9646358248,C,GALAXY
16244,165.2376278911,3.3362410091,F,STAR
17196,256.4661155287,30.8869652507,G,GALAXY
9001,209.0628154167,18.3536306227,E,GALAXY
14496,2.8757699808,-10.3982892357,J,QUASAR
11355,122.7789458109,36.5986975369,H,GALAXY
1964,177.0070249569,4.1443126928,F,GALAXY
10873,220.1248641255,3.2337243926,E,GALAXY
5641,178.3410731117,29.1559700834,A,GALAXY
16408,139.1611579563,20.311674786,B,GALAXY
6691,172.8924726165,26.8018614082,F,STAR
14913,234.5247230924,10.4356134917,E,GALAXY
8316,236.14593544,26.3670573814,E,GALAXY
7954,218.0842113722,54.7570566727,I,GALAXY
8706,135.6011216977,32.9533953015,D,GALAXY
6882,207.0709016602,28.6315352456,I,STAR
14181,227.6342953068,8.462420037,E,GALAXY
11011,150.9989865943,14.8488484354,B,STAR
9746,215.8427429647,29.1298502299,I,STAR
6831,353.737931256,-0.9820122053,C,GALAXY
8722,137.1589721442,82.4616622722,H,STAR
5031,160.9827458166,39.6469872284,D,STAR
14951,223.6796784611,27.3256615004,E,GALAXY
12535,127.3566003886,30.5119335838,H,GALAXY
5377,220.4348061022,31.7240724192,I,GALAXY
8160,156.6499940802,65.2615223004,D,QUASAR
5495,127.4297520179,12.3345944235,B,STAR
15996,158.139943275,47.9858279024,D,STAR
15762,125.3363635877,7.1495416303,B,QUASAR
15714,260.1102642141,28.3045777293,G,GALAXY
13732,290.4238413578,61.9273876254,G,STAR
13359,221.980406422,-1.1851926369,E,STAR
3316,119.9184712949,6.3647359651,B,GALAXY
401,132.3106675604,10.9376415779,B,STAR
10826,19.8914778136,39.8421148873,J,STAR
10967,17.5112705151,18.0367449468,J,STAR
13507,233.2320389172,39.0535552429,G,STAR
15106,228.5523616738,4.7579752337,E,GALAXY
11326,179.340537393,58.5347631771,A,GALAXY
12062,254.7820929439,32.5244587634,G,GALAXY
5572,32.0269129083,0.309377505,J,STAR
17068,150.4695247482,3.0113225833,B,GALAXY
384,163.7474572153,19.2731595547,F,QUASAR
14377,226.9077856823,4.5097480874,E,GALAXY
3870,207.4555110603,28.9639961691,I,STAR
8464,254.1206592016,30.3980435197,G,GALAXY
15212,168.4583134433,14.708365324,F,GALAXY
12967,182.4069561909,35.1977185675,A,GALAXY
2492,142.4414198883,12.4166261399,B,GALAXY
655,247.6960090089,35.1022314755,G,GALAXY
7163,180.7075824906,59.2384284238,A,GALAXY
8910,318.2470828075,1.226220196,C,QUASAR
8791,186.1751865213,4.2710092579,F,GALAXY
7164,332.248375756,13.2689591285,C,QUASAR
12633,247.546276773,34.2668966642,G,GALAXY
903,197.3999822484,55.9608179828,A,STAR
15883,237.3271004737,23.2760693141,E,QUASAR
5315,144.7442764642,20.1496296133,B,STAR
13516,354.5487543554,-0.9906470137,C,GALAXY
11422,240.4949319751,14.0538095797,E,STAR
373,227.5746845421,12.5789341645,E,QUASAR
4913,177.6388803437,-2.0310737074,F,GALAXY
5788,245.0313365218,42.7673683763,G,QUASAR
17345,359.3666065564,8.7112933913,C,QUASAR
8312,225.8534735998,20.3052482802,E,GALAXY
16578,19.744135355,-0.4351130738,J,GALAXY
15526,25.4731576369,7.7206106026,J,STAR
17298,221.5108127746,50.0770053337,I,GALAXY
567,175.3022397722,12.135619531,F,GALAXY
7035,9.0451664409,7.1922277677,J,STAR
9791,210.4187149828,-0.3954839743,E,GALAXY
15120,156.3931179308,16.2530594642,B,GALAXY
5733,222.558161808,0.557515184,E,GALAXY
17848,,50.2535015463,I,GALAXY
4633,257.8282576846,37.1727013497,G,STAR
15823,128.886825983,34.8053461833,H,GALAXY
15549,211.8789326411,53.397995343,I,STAR
15256,240.5817773218,-0.4326494355,E,GALAXY
12326,194.9380310805,-0.8712869293,F,GALAXY
16741,11.4235504257,17.668889716,J,STAR
2562,195.6730363074,4.1274057964,F,QUASAR
2770,118.6593205047,22.2214774964,H,STAR
16111,184.4278712319,-0.8190569477,F,GALAXY
14146,185.8487815267,4.3080741252,F,GALAXY
17388,337.6029883148,7.743872922,C,STAR
3985,157.7743410688,31.150139984,D,GALAXY
12313,49.7646076975,41.9741404391,J,GALAXY
6141,104.1021477883,65.6382949053,H,STAR
10459,28.009806287,-0.230449331,J,STAR
3994,153.2267065753,15.6713101639,B,GALAXY
10763,,0.5853270201,J,GALAXY
14147,194.5507016299,7.5955791185,F,GALAXY
659,189.5899651327,8.5689611736,F,STAR
2943,200.9455997493,-1.930546514,F,GALAXY
8373,147.9715710315,52.8756066109,D,STAR
15966,134.9816231183,30.4901942385,D,GALAXY
5105,221.2403493035,9.3198466904,E,GALAXY
10825,151.7174740391,37.979901213,D,GALAXY
2220,216.8563223627,24.1154729512,E,GALAXY
16685,0.1682922944,-9.6728304785,J,GALAXY
3804,232.0029782434,38.7408816569,G,STAR
14941,,-10.3167611357,C,STAR
9709,339.7488340916,24.7992579048,C,GALAXY
11758,143.3109856845,12.1514199669,B,STAR
4852,340.3361516195,-0.8766636074,C,STAR
7479,216.9839821538,31.5884152694,I,GALAXY
2360,,4.6100217158,J,STAR
5567,243.967713751,18.0880511802,E,STAR
10838,238.2631522496,18.1593622135,E,GALAXY
11090,194.5517983187,12.8460269375,F,GALAXY
9794,166.098524649,4.8248280618,F,GALAXY
422,128.600437669,58.9190909859,H,GALAXY
11689,208.801105235,22.9176024711,I,GALAXY
1589,168.838316834,17.7654956521,F,GALAXY
3430,245.581320749,18.2480267811,E,STAR
46,165.7465776292,19.5021337195,F,STAR
11717,221.8150387678,54.2870907718,I,QUASAR
16929,42.5839101358,-5.787772998,J,STAR
15088,241.3169702887,31.6057778862,G,QUASAR
4741,135.3288462672,36.6098799325,D,STAR
16581,211.8168769599,38.6751178718,I,STAR
7917,142.9033690264,-1.1717894212,B,STAR
1696,112.1566395402,41.6899474767,H,STAR
5547,230.7217188315,12.9973155685,E,GALAXY
12693,218.2900189949,0.2053959572,E,STAR
218,135.3585958968,4.9048917959,B,GALAXY
10886,117.5867153307,67.1372149978,H,STAR
15698,161.1148205846,58.9031576479,A,GALAXY
2490,222.5674055546,33.3384433249,I,STAR
5535,254.1591062233,23.0333803924,G,STAR
16933,210.221397998,19.4794276583,E,STAR
4808,185.8901074483,15.5721426825,F,GALAXY
14286,153.2061833841,35.2876127588,D,STAR
8673,222.464776662,11.0118477903,E,GALAXY
7551,164.237839421,45.882287734,D,GALAXY
12721,197.8055161394,18.7846913256,F,GALAXY
15702,158.82043146,43.6555965184,D,GALAXY
16702,322.3312536433,-0.8132346551,C,STAR
9270,142.0279519586,3.2765545412,B,GALAXY
4477,242.4332276672,41.482437781,G,QUASAR
5342,205.3804339318,27.8879485602,I,STAR
7011,350.8599997543,0.7258818015,C,GALAXY
11195,209.1998603332,44.9103266528,I,GALAXY
10103,203.3111994153,2.338720167,F,GALAXY
14033,25.037334015,22.6493912546,J,STAR
14429,148.8535332616,19.5034868245,B,GALAXY
15952,81.2011631168,62.614817477,H,STAR
10195,94.3408607056,1.3016989991,B,STAR
2808,192.8976642032,59.4007301205,A,STAR
15837,234.4900617516,49.7878877332,G,QUASAR
13581,148.2693451877,55.1955620883,D,STAR
193,5.0963579126,7.6780838362,J,QUASAR
5954,21.5062988027,-8.2789538094,J,GALAXY
14322,235.3672303226,43.3804511491,G,GALAXY
11240,50.5728114381,-7.0906851778,J,GALAXY
11866,168.7675922056,25.1834355657,D,QUASAR
15788,305.4302282855,60.3919924557,C,STAR
9913,223.2887128606,22.6856685688,E,GALAXY
8319,192.884114162,8.8388895465,F,STAR
287,196.0992606959,11.9515888639,F,GALAXY
1663,207.8315288704,6.9378191206,E,GALAXY
7554,243.8970277442,31.2972144743,G,STAR
12296,194.3436619495,4.2774207886,F,GALAXY
11670,197.6567417204,40.0756298216,I,STAR
5974,131.0504690561,14.3897489878,B,GALAXY
9065,204.0062861238,10.0519633375,F,STAR
6621,124.7667036587,26.0594569594,H,QUASAR
12524,117.3008841579,83.823547565,H,STAR
750,110.1590226045,-0.0166029523,B,STAR
12847,163.0427860851,40.6767898189,D,STAR
1139,159.8055730833,38.5610817275,D,QUASAR
17640,214.7170288638,57.1219041241,I,GALAXY
11120,242.9742695382,15.4480028372,E,STAR
16165,353.6404659658,14.9733197478,C,GALAXY
7444,,12.7699736736,C,STAR
811,164.506025407,5.8779618995,F,GALAXY
3201,182.5367555107,42.0012253857,A,STAR
11744,119.1624999466,52.4688753368,H,GALAXY
12927,12.8609849681,-3.2845348598,J,GALAXY
11312,156.9068367612,55.9419826547,D,QUASAR
